Complexity,head,right_shoulder,left_shoulder,right_elbow,left_elbow,right_wrist,left_wrist,right_hip,left_hip,right_knee,left_knee,right_ankle,left_ankle
Complexity_1,0.0,0.7935779816513762,0.2706422018348624,0.8027522935779816,0.481651376146789,0.908256880733945,0.8669724770642202,0.9541284403669725,0.8302752293577982,0.981651376146789,0.9678899082568807,0.0,0.0
Complexity_2,0.0,0.8577981651376146,0.8532110091743119,0.8669724770642202,0.24770642201834864,0.944954128440367,0.2981651376146789,0.926605504587156,0.8807339449541285,1.0,0.9724770642201835,0.0,0.0
Complexity_3,0.009174311926605505,0.8715596330275229,0.8807339449541285,0.8853211009174312,0.7201834862385321,0.9357798165137615,0.7568807339449541,0.9495412844036697,0.9311926605504587,0.9678899082568807,0.9678899082568807,0.0,0.0045871559633027525
